text,spam
"Subject: clear benefits of creative design  lt is really hard to recollect a company : the  market is full of sugqestions and the information isoverwhelminq ; but a good  catchy logo , stylish statlonery and outstanding webslte  wiil make the task much easier .  we do not promise that havinq ordered a logo your  company will automaticaily become a worid leader : it isguite clear that  without qood products , effective business organization and practicable aim it  will be hotat nowadays market ; but we do promise that your marketing efforts  will become much more effective . here is the list of clear  benefits : creativeness : hand - made , original logos , specially done  to reflect your distinctive company image . convenience : logo and stationery  are provided in all formats ; easy - to - use content management system letsyou  change your website content and even its structure . promptness : you  will see logo drafts within three business days . affordability : your  marketing break - through shouldn ' t make gaps in your budget . 100 % satisfaction  guaranteed : we provide unlimited amount of changes with no extra fees for you to  be surethat you will love the result of this collaboration . have a look at our  portfolio _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
"Subject: re : confirm participation at real options conference at cambridge  u . - urgent  vince  can you please check with steve leppard and ask him to confirm , and send to  me his position and title of his talk ( if different from yours ) ?  thanks very much again  lenos  at 05 : 14 _ _ 04 / 19 / 00 - 0500 , you wrote :  >  >  > lenos ,  >  > my busy schedule does not allow me to attend .  >  > i would like , however , to recommend my colleague who works  > in london , steve leppard .  > he can make a very interesting and original presentation on real options .  > please , let me know what you think .  >  > vince  >  >  >  >  >  >  > lenos trigeorgis on 04 / 18 / 2000 09 : 29 : 18 pm  >  > to : lenos . trigeorgis @ rogroup . com  > cc : ( bcc : vince j kaminski / hou / ect )  > subject : confirm participation at real options conference at cambridge  > u . - urgent  >  >  >  > the attached file contains the tentative program for two back - to - back real  > options conferences ( a professional one for july 5 - 6 , and the standard  > annual academic one for july 7 - 8 ) at cambridge u .  >  > your name has been provisionally included on the program . please check all  > the information relating to you and confirm your participation as listed  > ( or advice us of desired changes immediately ) .  >  > thank you .  >  > lenos  >  >  >  > attachment converted : "" c : \ drive _ e \ eudora \ attach \ 4 thconfsessionsl 2 . doc ""  >  >  > lenos trigeorgis  > professor of finance  > university of cyprus  > dept of business  > 75 kallipoleos , po box 20537  > cy 1678 nicosia cyprus  >  > tel : + 357 2 892261  > fax : 339063  >  >  >  lenos trigeorgis  professor of finance  university of cyprus  dept of business  75 kallipoleos , po box 20537  cy 1678 nicosia cyprus  tel : + 357 2 892261  fax : 339063",0
"Subject: summary of last 6 months projects  dear dale , stinson & vince ,  i would like to take this opportunity to communicate some information to  summarise the projects of the past six months . firstly , by all accounts it  has been an amazing few months for me - i believe that i have kept a large  number of commercial group heads very happy . however , not all are aware of  my activities , so , many people ( e . g . john sherriff , richard lewis , steve  young etc . ) will not know of everything i have done . for example the amount  of work that i put into the inflation models and the extent to which i was  critical for the successful building of those curves and the consequent  impact ( o 7 + million for ql ) and similar large p & l swings for eastern contract  optionality ( short virtual power station ) based upon my uk power vol curve  generator .  for your benefit , i have compiled a shortlist of the main projects worked on  over the past five / six months :  1 ) inflation curve modelling ( february and march + april internal audit +  june external audit )  2 ) uk power monthly vol curve generator & ideas for half - hourly vol curve  3 ) nordic power monthly vol curve generator  4 ) energydesk . com models & support  5 ) real options : options to build / extend power stations ( e . g . wessex deal ,  anti - freeze project )  6 ) continental power non - generic options ( using arbitrary trader - specified  distributions )  7 ) global products : non - generic options modelling and new commodity forward  curve construction ( benzene fwd curve from naphtha )  8 ) exotic options library upgrade / model test / bug fixes ( e . g . testing new / old  asian models )  9 ) continental gas volatility curve construction  10 ) communication objective i : two presentations to enron europe staff , one  to oslo office  11 ) communication objective ii : meetings to gather information and present  results  12 ) fas 133 : working with internal and external auditors on matching  financial and physical ( accrual ) hedges - hedge effectiveness  13 ) oslo trip : bringing oslo up to speed on exotica and option valuation  14 ) houston research staff : co - ordinating communication / meetings to maximise  productivity  15 ) valuation / marketing of power put options for banks that hold senior and  sub debt in merchant power plant  meeting breakdown :  initiated by me it is  clear that i have been critical to large p & l sensitive projects and hope that  i can continue to help enhance earnings going forward .  regards ,  anjam  x 35383",0
"Subject: in the heart of your business !  corporate image can say a lot of things about your  company . contemporary rhythm of life is too dynamic . sometimes it takes only  several seconds for your company to be remembered or to be lost amonq  competitors . get your ioqo , business stationery or website done riqht  now ! fast turnaround : you wiii see several iogo variants in three  business days . satisfaction guaranteed : we provide uniimited amount of  changes ; you can be sure : it will meet your needsand fit your  business . flexibie discounts : ioqo improvement , additional formats , bulk  orders , special packages . creative design for competitive price : have a look at it right  now ! _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
"Subject: re : wednesday meeting  eric ,  i think we can skip the meeting and discuss any issues between us .  the meeting was convened at the request of doug arnell , but jeff  shankman thinks that there is no need for formal meetings : we can  ask them for the information directly on as needed basis .  vince  enron north america corp .  from : eric groves 09 / 05 / 2000 11 : 01 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : wednesday meeting  are we still having the meeting tomorrow ? at what time ?  thanks ,  eric",0
"Subject: from mrs fati  dear ,  i crave your indulgence at this mail coming from somebody you have not know before . i decided to do this after praying over the situation . you should please consider the transaction on its content and not the fact that you have not known me before . i need not dwell on how i came by your contact information because there are many such possibilities these days .  i would like to introduce myself as mrs . fati zongo , of repulic of benin , widow to late chief ; julius . o . zongo ( for consular of the benin i have been recently been daigonosed of cancer of the pelvics . i am writing from my sick bed . there is this usl 0 . 5 million my husband has in an account with the financial bank , benin of which i am the next of kin . with my health condition and because my husband and i have no children , i am  looking for a credible person to whom i will pass the right of next of kin . this person will apply to the bank and request for the transfer of the fund to his / her bank account . this is on the condition that you will take 25 % of the fund for yourself , 5 % used for expenses , while you will use the remaining 70 % for the less previlege people in the society .  this is in fulfilment of the last request of my husband : that a substantial part of the fund be used to carter for the less previleged . if this condition is acceptable to you , you should contact me immediately with your full names and contact information so that i will ask our family lawyer to prepare the authorization that will give you the right of next of kin to the account in the bank . i will also give you a text of the application you are to send to the bank . i cannot predict what will be my fate by the time the fund willbe transfered into your account , but you should please ensure that the fund is used as i have described above .  i look forward to your response .  yours ,  mrs . fati  note - the original deposite form will be send to you at yours demand .",1
Subject: delivery status notification ( failure )  this is an automatically generated delivery status notification .  delivery to the following recipients failed .  info @ kvmdoor . com,1
"Subject: re : confidential  dale ,  thanks for your message .  i don ' t know the labor market in london that well but here the market  for quants is very hot . steve is in my view an exceptionally talented person  and i would go an extra mile to retain him long - term for the company .  i would adjust the base salary or the kicker upward a bit .  o 62 , 000 basic is what anjam is receiving currently ( if i remember  correctly ) . steve has a much higher value  to enron than anjam .  vince  dale surbey  08 / 30 / 2000 07 : 49 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : confidential  vince ,  this is the package hr is proposing for steven . what do you think ?  - dale  - - - - - - - - - - - - - - - - - - - - - - forwarded by dale surbey / lon / ect on 30 / 08 / 2000 13 : 50  - - - - - - - - - - - - - - - - - - - - - - - - - - -  sophie kingsley 29 / 08 / 2000 20 : 32  to : dale surbey / lon / ect @ ect  cc :  subject : confidential  sorry dale , long day , here are the proposed numbers  2 year exec  o 62 , 000 basic ( currently o 55 k )  ol 0 k each year kickers  $ 50 , 000 worth of options to vest 1 / 3 1 / 3 1 / 3  let me know what you think .  regards  sophie",0
"Subject: debt information tue , 28 jun 2005 .  subject : debt information tue , 28 jun 2005 .  thank you for using our online store and for your previous order . we have updated our online software store . . . now we have more latest version of programs . our  full catalog with 2100 freshest software titles available for instant download at  web - site http : / / aloe . tabloidez . com /  we hope that you will tell others about your positive experience with us .  with best wishes ,  managing director ? ? ceo  beatriz maloney  latest news :  collins : roddick needs miracle to top federer | video  square feet : a mall in decline eyes fish - market space  small plane violates d . c . air space , forced to land  idaho girl found ; brother feared dead ",1
"Subject: avistar users and allocated charges  avistar has been installed globally to provide desktop conferencing .  hardware and installation charges have been allocated by invoice to the  relevant location . the schedule below lists by business unit and rc the  number of units and charges allocated . it will assume the monthly charge - out  process .  the allocated dollars will be depreciated over a three year period to your  respective cost center beginning february 2001 .  if you have any questions please feel free to call or e - mail , sheila glover ,  3 - 3210 , or paige cox , 3 - 5428 .  thanks . sheila",0
"Subject: re : li sun : important notice : year - end prc preparation  stinson ,  i think it should be kevin kindall .  vince  stinson gibner  09 / 18 / 2000 08 : 08 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : li sun : important notice : year - end prc preparation  vince ,  should i be responsible for li sun ( for prc ) or do you want grant since she  is primarily working for kevin kindall ?  - - stinson  - - - - - - - - - - - - - - - - - - - - - - forwarded by stinson gibner / hou / ect on 09 / 18 / 2000  08 : 06 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" the associate and analyst programs "" @ enron . com > on  09 / 15 / 2000 06 : 13 : 49 pm  to : "" sgibner @ enron . com ""  cc :  subject : important notice : year - end prc preparation  good afternoon supervisors of associates and analysts :  as you may be aware , the year - end prc for 2000 is quickly approaching and  your assistance is needed in ensuring a smooth process . it is imperative  that the  performance management team obtains the correct reviewing supervisor for the  associates and analysts in order to facilitate the prc process . the reviewing  supervisor is the person that will provide the associate / analyst their  year - end  individual performance feedback . you will be considered the reviewing  supervisor if you employ the individuals listed below as of october 1 , 2000 .  a comprehensive list of the associates and / or analysts currently in our  database  indicates that you are the supervisor of the individuals listed below . please  examine the list and reply with "" no changes "" if the data is correct . if  analyst in your response . if you will not be the reviewing supervisor as of  october lst , please let us know so that we may follow up with the associates  and  analysts .  in order to meet the performance management team ' s deadline , your reply is  needed by friday , september 22 , 2000 . we appreciate your assistance in this  matter .  our records show the following associates and analysts under your prc review .  shalesh ganjoo , analyst  li sun , associate  martin lin , associate  thanks in advance for your cooperation . please feel free to call shelly  butler @  713 - 853 - 4584 or jana giovannini @ 713 - 853 - 9233 with any questions you might  have .",0
"Subject: re : followup  vince ,  i have left a message w / bruce requesting the password for the neural network  site , and am waiting for his reply .  trish  vince j kaminski  06 / 16 / 2000 10 : 16 am  to : patricia tlapek / hou / ect @ ect  cc :  subject : re : followup  trish ,  i could not access his neural network site .  it requires access password .  vince  from : patricia tlapek 06 / 12 / 2000 03 : 57 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : followup  - - - - - - - - - - - - - - - - - - - - - - forwarded by patricia tlapek / hou / ect on 06 / 12 / 2000  03 : 57 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  barcharts @ aol . com on 06 / 09 / 2000 10 : 01 : 59 am  to : patricia . tlapek @ enron . com , mike . roberts @ enron . com  cc :  subject : followup  good morning ,  i enjoyed visiting you yesterday afternoon to discuss the opportunity at  enron . sounds exciting , challenging and a good use of a lot of my skills and  experience . i look forward to further talks , hopefully this coming week .  i mentioned a couple web sites and don ' t know if they came through clearly on  the phone with my sore throat .  the neural network approach to timing can be found at  http : / / www . pfr . com / ptonline /  the introductory piece on technical analysis i wrote for forbes . com and the  glossary can be found at htttp : / / www . forbes . com / tool / html / 00 / jun / 0603 / feat . htm  i am also working with long time friend and neighbor steve nison with his  site and you can see the first on line lesson for free at  http : / / www . candlecharts . com /  have a nice weekend . hope to hear from you next week .  bruce m . kamich , cmt  barcharts @ aol . com  732 - 463 - 8438",0
Subject: better sex ! better relationship !  the real viagra deal on the net ! simply the best !  it is the nature of all greatness not to be exact .  he appears to have been weened on a pickle .  so long as there are men there will be wars .  americans never quit .,1
"Subject: programs for every credit situation  thank you for your loan request , which we recieved on 5 / 15 / 05 ,  we ' d like to inform you that we are accepting your application , bad credit ok , we are ready to give you a $ 260 , 000 loan for a low month payment .  approval process will take only 1 minute .  please visit the confirmation link below and fill - out our short 30 second form .  http : / / www . fastrefi . biz / ? a = grabadora ",1
"Subject: new love tabs shop .  visit our llcensed online dragstore for the best inexpensive love drags ! viagra , ciaiis , softtabs and many other love enhancers aii in one !  operative support , fast shipping , secure payment processing and complete confidentiality !  click here to find your verifled by bbb and approved by visa iove pil 1 ! ",1
"Subject: re : infocast ' s valuing electric power assets and companies : a real  options perspective  good morning ,  i am sorry , to hear that you will not be able to join us - would know of  anybody else at enron who would possibly be interested in presenting at our  conference ?  thank you for your assistance in this matter - - - - - britta - - - -  - - - - - original message - - - - -  from : vince j kaminski [ mailto : vince . j . kaminski @ enron . com ]  sent : thursday , april 13 , 2000 6 : 08 am  to : brittab @ . com  cc : vince j kaminski  subject : re : infocast ' s valuing electric power assets and companies : a  real options perspective  britta ,  thanks for your message .  i have several commitments at the time of the conference  and have to decline with regret .  vince  "" britta bothe "" on 04 / 12 / 2000 03 : 52 : 46 pm  please respond to  to :  cc :  subject : infocast ' s valuing electric power assets and companies : a real  options  perspective  dear mr . kaminsky ,  as i mentioned on your voice mail , infocast is going to host an ? valuing  electric power assets and companies : a real options perspective ? conference  to be held on july 31 - august 2 , 2000 , in chicago , il - i would like to  explore your or your organization ' s possible participation at this event  with you . this conference has been designed to bring together industry  professionals , like you , to provide the latest details on a "" real options ""  approach to electric power asset valuation .  i have attached a draft program outline for your review . if you or someone  else at your company is interested in presenting on one of the topics please  let me know .  i truly appreciate your taking the time to review the conference schedule  and hope that you will consider participating . i am running behind schedule  in finalizing this program . i will call you on tomorrow to follow up with  you on this invitation . in the meantime , if you have any questions or  suggestions , please do not hesitate to contact me at ( 818 ) 888 - 4445 , ext .  30 . i hope you can join us for this event .  sincerely ,  britta bothe  infocast  conference manager  ( see attached file : ea & cv , program outline , scenario 1 . doc )",0
"Subject: are you ready to get it ?  hello !  viagra is the # 1 med to struggle with mens ' erectile dysfunction .  like one jokes sais , it is strong enough for a man , but made for a woman ; - )  orderinq viagra oniine is a very convinient , fast and secure way !  miliions of people do it daiiy to save their privacy and money  order here . . . ",1
"Subject: excelleent news  how halving to save on your medlcations over 70 % .  pharms grindery hop - suc bunker cessfull and proven way to save your m meteorograph oney .  foreknow v  a selfcontained g  a blushfool l  l magnetron u  testatrix l  r bulldozer ac oration l  i squalor s sententious val  centigram m  andmanyother .  best p dexterity rlces .  wo arrogance rldwide shlpplng .  easy o astragalus rder form .  total co picturebook nfidentiaiity .  250 , 000 satisfied customers frowsy .  or aggregation der today and save !",1
"Subject: caida ' metrics ' wg meeting , 2 mar 00  hi vince , i ( and possibly stinson as well ) will be attending this initial  meeting looks like kick - off type of meeting . i will try to attend to drill  into what they can offer and what we have committed . make sure that we get  from the arrangement n john griebling & jim irvine ' s perspective and ours .  i ' ll fire off additional information as i get them .  ravi .  - - - - - forwarded by ravi thuraisingham / enron communications on 02 / 23 / 00 10 : 51  am - - - - -  nevil @ ipn . caida . org  02 / 22 / 00 12 : 16 pm  to : members @ caida . org  cc : nevil @ caida . org , ( bcc : ravi thuraisingham / enron communications )  subject : caida ' metrics ' wg meeting , 2 mar 00  hello caida members :  update on the caida working groups . .  a . ' metrics @ caida . org ' mailing list  b . wg charters , meeting on 2 mar 00  a . ' metrics @ caida . oeg ' mailing list  i ' ve set up a single mailing list with this name , for discussions on wg  topics , passive measurements , etc . to start with it ' s a moderated list  ( i . e . you have to be a member of the list to post to it , you join by sending  email to nevil @ caida . org asking to be added to the ' metrics ' list ) , with  the following initial set of members :  sue moon ,  brett watson ,  hans - werner braun ,  matt mathis ,  ian graham ,  tony mcgregor ,  john cleary ,  joerg micheel ,  kevin thompson ,  jambi gambar ,  daniel mcrobb ,  david moore ,  sean mccreary  rene hatem ,  shankar rao ,  cindy bickerstaff ,  jeff sedayao ,  steve feldman ,  bill woodcock  two questions for caida members :  i . who else would you suggest be invited to join the list ?  ii . should the list continue to be moderated , or should it  be changed into an open list ?  b . ' working group ' developments  following the caida members ' meeting on 8 feb 00 i ' ve attempted to define  exactly what problem we could consider getting an ietf working group  started on . my summary of the existing ietf wgs with interests in metrics  is given below ( appendix b ) , but it seems unlikely that we could get a  new ietf wg started .  i believe that we should instead run a single caida working group  on ' network metrics , ' rather than the two proposed earlier . my draft  of its charter is appended below . it focuses on producing educational  material about network measurement , and on developing new metrics - these  were the two areas of greatest interest amongst the caida members .  the wg co - chairs are  sue moon ( sprintlabs ) and brett watson ( mfn / abovenet )  you are invited to attend the first wg meeting .  the agenda is as follows . .  agenda for caida wg meeting on : thursday 2 mar 00  - - - - - - - - - - - - - - - - -  10 am - 4 pm , abovenet , downtown sjc ( see below for details )  - - - - - - - - - - - - - - - - - - - - - - - -  1 . review wg charter  - is it reasonable as set out in the draft ?  - what should be removed or added ?  2 . work through revised charter in detail  - identify the work required for each part  - determine who ' s willing to work on it  - attempt to determine delivery times  3 . discussion of new metrics  - first attempt at making a list of metrics to be considered  4 . anything else ?  location : abovenet is located in the knight - ridder building ,  attached to the fairmont hotel complex . the address is  50 w . san fernando st .  san jose , ca 95113  rsvp : to help us with organising the meeting , please send email to  nevil @ caida . org telling us how many will attend from  your organisation .  cheers , nevil  nevil brownlee visiting researcher  phone : ( 619 ) 822 0893 caida , san diego  caida network metrics working group : draft charter , tue 23 feb 00  goals :  1 education  + faq on what does ' measuring the internet actually mean ? '  - why measure anyway ?  - what can be measured ? how ? where ? by whom ?  - active vs passive , end - to - end vs provider network only ,  application vs transport layer  - rating schemes : provider ' net performance ' pages , internet  ' weather map ' s , keynote , etc .  publish as caida web pages , or maybe as an info rfc  + survey paper on metrics and internet measurement  - current measurement efforts ( surveyor , ripe test traffic ,  amp , iperf , at & t , keynote , skitter , . . . )  - current tools  publish as caida web pages  2 service metrics  + define new metrics  - taxonomy of current metrics ( ippm , rtfm , itu , . . )  - summary of metrics used for current services  - gather information / ideas about new / emerging services ,  especially diffserv - based ones  - make list of new metrics , either to improve measurement of  existing services or to support new ones  [ list of ' metrics ' questions ( appendix a ) goes here ]  + organise experimental implementation / testing of tools  for new metrics  + make recommendations on implementation  - define core set of ' really useful ' metrics  - recommend that caida implement these as a  ' service measurement toolkit '  + publish new metric definitions through ippm or rtfm  + produce document "" measurement requirements for hardware / software  vendors . "" publish on caida web pages  appendix a : questions from the earlier draft caida wg charters  a . what types of network - and transport - layer metrics are being  used by isps in engineering and operating their networks ?  by customers for verifying service guarantees ?  b . what new services are being ( or are likely to be ) offered , e . g .  diffserv ? is there a need for higher - layer metrics to better  monitor and manage these services ?  c . will these new differentiated transport - and  application - layer services need new metrics ?  d . how can the service metrics be measured in a multi - isp  environment ?  e . how can customers verify these measurements ?  f . what requirements would service measurement introduce for  equipment vendors ?  g . how relevant are specific techniques ( e . g . which flow ) and  points of measurement to specific users ( isp , customer , etc . )  requirements ?  h . how do these metrics relate to network behavior as perceived  by users ? how do they correlate with performance ?  appendix b : background on the ietf working groups  * rtfm wg : realtime traffic flow measurement  rtfm is concerned with passive measurements of two - way traffic flows ,  specified in terms of their end - point attributes . its primary goal was  to produce an improved traffic flow measurement model considering at least the  following needs :  a . wider range of measurable quantities , e . g . those  relating to ipv 6 , and to class of service  b . simpler ways to specify flows of interest  c . better ways to control access to measured flow data  d . strong focus on data reduction capabilities  e . efficient hardware implementation  * ippm wg : ip performance measurement  the ippm wg charter is to develop a set of standard metrics that can  be applied to the quality , performance , and reliability of internet  data delivery services . these metrics will be designed such that they  can be performed by network operators , end users , or independent  testing groups . it is important that the metrics not represent a value  judgement ( i . e . define "" good "" and "" bad "" ) , but rather provide unbiased  quantitative measures of performance .  rfcs  framework for ip performance metrics ( rfc 2330 )  metrics :  connectivity ( rfc 2678 ) ,  one - way delay ( rfc 2679 ) , one - way packet loss ( rfc 2680 )  round - trip delay ( rfc 2681 )  i - ds  bulk transfer capacity ( 2 x )  instantaneous packet delay variation  one - way loss patterns  * other wgs  the rmonmib wg is thinking about ' application performance  measurement . ' this is clearly a hard problem ( e . g . does this just  mean response - time measurement , can it be done by passive means , how  should the measurements be presented , etc . ) .  in short  - rtfm provides a good distributed measuring system for traffic  volumes  - ippm has concentrated on transport - layer behaviour of the  current , best - effort internet .  - rmonmib is beginning to consider application - layer measurement ",0
"Subject: returned mail : response error  the original message was received at tue , 19 jul 2005 11 : 57 : 45 + 0100  - - - - - the following addresses had permanent fatal errors - - - - -  - - - - - transcript of session follows - - - - -  . . . while talking to mailin - 02 . mx . aol . com  > > > data  < < < 554 transaction failed",1
"Subject: same medicine , different price !  big savings on brand name drugs .  injustice anywhere is a threat to justice everywhere .  some rise by sin , and some by virtue fall .  the judge is condemned when the criminal is absolved .  on the heights , all paths are paved with daggers .",1
"Subject: a resume for your consideration  vince , stinson :  i gave a talk to a bunch of uh mba students taking a course on options . one  of the more interesting of the inevitable stream of resumes is the enclosed .  perhaps an ebs hire ?  grant  - - - - - - - - - - - - - - - - - - - - - - forwarded by grant masson / hou / ect on 04 / 24 / 2000 08 : 18  am - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" matthew crouse "" on 04 / 21 / 2000 05 : 06 : 08 pm  to : grant . masson @ enron . com  cc :  subject : uh lecture and potential career opportunity  dr . masson ,  i attended your lecture at uh and enjoyed it tremendously . if possible , i  would like to investigate a career opportunity with your group in particular  or enron in general . would you please review my resume and / or forward to  potentially interested parties ?  in tandem will all of enron ' s other propaganda efforts , your top - notch  lecture at uh spurred me to do some soul searching . i currently work at  duke energy trading and marketing , but have been extremely impressed with  enron ' s cutting - edge research and market - leading position .  i have a ph . d in electrical engineering from rice ( statistical signal  processing ) with two years of experience at duke relating to the valuation ,  risk management , and risk measurement of financial derivatives and physical  assets . i seek a similar position that would allow me to leverage my  quantitative skills and grow within in the corporation .  i believe i would be a great fit with enron and hope you would consider me  for a potential position .  best regards ,  matt crouse  get your private , free e - mail from msn hotmail at http : / / www . hotmail . com  - matt crouse cv . doc",0
"Subject: re : joint probabilities  michael  a table ( table 2 ) has been added with probabilities for rab > x , fx > y . at  the current currency level , approx 1 . 5 , all the numbers are multiplied by 1 / 2  because the currency is equally likely to rise or fall . this may give a  pessimetic view of achieving a given stock price .  let me know when you want to get togetrher .  bob",0
"Subject: ready to earn more now  take the next step  learn how you can earn a high six - figure income with your own  real estate business .  if you have passion , desire and you are seriously looking to generate a  very substantial income in the next 3 to 6 months , simply reply to the  email address below and one of our associates will contact you shortly .  bigprofithomebiz @ yahoo . com  ( be sure to leave your name , phone and best time to call ) .  remember : this powerful business could change your life ? financially .  immediately  if you ' re not interested ",1
"Subject: marking chairs  hello all :  unfortunately , in the last two weeks we have had two of our research "" chairs ""  disappear from their location . we have reported this to security , but in all  likelihood they will be almost impossible to locate .  facilities has told us that they are not responsible for missing chairs and we  will have to order new ones . since they are very expensive , we have  decided to "" mark "" our chairs underneath the seat with a location or name .  sam is going to order some "" silver or white "" markers and we will begin  marking  each chair .  it is a shame we have to do this , but know of no other alternative . we will  let you  know when this will take place .  thanks !  shirley",0
"Subject: this weeks ultimate adventure . . . . . exoctic car rentals !  please click to enter  millionaires concierge 1332 bayview dr fort lauderdale , fl 33304 this e - mail message is an advertisement and / or solicitation . ",1
"Subject: teach and grow rich  do you want to teach and grow rich ?  if you are a motivated and qualified communicator , i will personally train you to do 3 20 minutes presentations per day to qualify prospects that i can provide to you . we will demonstrate to you that you can make $ 400 a day part time using this system . or , if you have 20 hours per week , as in my case , you can make in excess of $ 10 , 000 per week , as i am currently generating ( verifiable , by the way ) .  plus i will introduce you to my mentor who makes well in excess of $ 1 , 000 , 000 annually .  many are called , few are chosen . this opportunity will be limited to one qualified individual per state . make the call and call the 24 hour pre - recorded message number below . we will take as much or as little time as you need to see if this program is right for you .  * * * 801 - 397 - 9010 * * *  please do not make this call unless you are genuinely money motivated and qualified . i need people who already have people skills in place and have either made large amounts of money in the past or are ready to generate large amounts of money in the future . looking forward to your call .  * * * 801 - 397 - 9010 * * *  * to be taken out of this database :  secco 44 @ poetic . com  9059 dmelo - 270 bmbll 5 ",1
"Subject: re : conference may 31 on energy derivatives in toronto  phelim ,  i shall be glad to join you for dinner on sunday .  i shall be also available for the panel discussion .  i would like to thank you one more time for the invitation  to speak at the conference .  vince  phelim boyle on 05 / 12 / 2000 03 : 47 : 59 pm  to : vince . j . kaminski @ enron . com , amy aldous ,  pconcessi @ deloitte . com , ross raymond - cmmrcl ops  cc :  subject : conference may 31 on energy derivatives in toronto  vince  thanks again for agreeing to speak at our conference .  it is attracting considerable interest . .  is it possible for you to send us copies of your slides by may 18 to meet our  deadline for  preparing the material . ? if you have ? a related paper available that covers  some of the same material that would do instead but  naturally we would prefer the slides .  i would like to mention again the ? ? the pre - conference dinner at  7 pm on sunday may 30 for the speakers  we hope very much you can be present  i was also hoping you would be available for the last ? session of the day to  be panel member  the provisional title ? is  managing risk in illiquid markets  the chair is pat concessi of deloitte and touche  the panel last from 3 . 30 until 4 . 30 and we would like panel members should  speaker for  a few minutes and take questions from the floor .  in the meantime if you have any questions please let amy or myself know  sincerely  phelim p boyle  ?  - -  phelim p boyle  director  centre for advanced studies in finance ,  university of waterloo ,  waterloo , ontario  canada n 2 l 3 gl  tel ? 519 885 1211 ( 6513 )  fax 519 888 7562  ?",0
"Subject: yourr medz  hello , welcome to ph disinclination armonline sh batata op  - one of the leading oniine ph friendless armaceutical shops  bacchanal v  stricken g  magnifier al  l spheral l  l medicine a  peatmoss rac whereof l  chanson is triangulate va  auctioneer um  andmanyother .  - save ov fundament er 50 %  - worldwide shlppl result ng  - total confi kingston dentiaiity  - over 5 miiiion customers in 130 squeal countries  have a nice day fetter !",1
"Subject: ! gorgeous , custom websites - $ 399 complete ! ( 4156 cumg 9 - 855 yqkc 5 @ 17 )  beautiful custom  websites , $ 399 complete !  get a beautiful , 100 % custom web site ( or  yours redesigned ) for only $ 399 ! * we  have references coast to coastand will give you  plenty of sites to  view !  includes up to 7 pages ( you can add  more ) , java rollover buttons , feedback forms , more . it  will be constructed to your taste and  specifications , we do not use templates .  our sites are completely  custom . * must host with us @  $ 19 . 95 / mo ( 100 megs , 20 email accounts , control panel ,  front page , graphical statistics ,  more ) .  for sites to view , complete below or call our  message center at 321 - 726 - 2209 ( 24 hours ) . your call  will be returned promptly . note : if  you are using a web based email program ( such as yahoo ,  hotmail , etc . ) the form below will not  work . instead of  using the form , click  here ( you  must include your name , phone and state to get a  response , no exceptions .  name : phone  w / ac * : state : type project : new  site : redesign current  site ? : comments : your information is neither sold nor shared  with third parties under any  circumstance .  to be eliminated from  future mailings , click  here  [ 6560 icum 3 - 199 gyqk 9350 cvph 2 - 701 z @ 29 ]",1
"Subject: test project proposal  vince :  i did get the proposal out today , but after close of business your time .  sorry for the brief delay . you will find two attachments . the first is our  time and materials contract , which will need to be executed if you want to  do the test project . the second is an addendum to that time and materials  contract under section h , which allows for specific work statements to amend  and supersede the general consulting agreement . the general consulting  agreement ( termsandconditions . doc ) contains all the confidentiality , billing  rate , and other provisions that your contract people will probably want and  provides a general framework for doing business . the work statement  ( testproject . doc ) contains the specific provisions for our standard weeklong  onsite test project .  i hope we get the opportunity to serve you and ultimately to make  marketpoint available to you . in light of the contiguity to the holidays , i  dont think it would be realistic to try to schedule this test project before  then , probably from your perpsective as well as ours . let ' s think about  doing it the first opportunity in january if you decide to go forward if  that is ok with you .  all the best .  dale  - testproject . doc  - termsandconditions . doc",0
